Word,Polarity
بيولعوا,Strong Negative
تؤخر,Strong Negative
تؤدب,Negative
تئن,Negative
تابت,Negative
تاثرت,Positive
تاجر,Strong Negative
تاجيج,Negative
تاخدك,Negative
تاريخي,Positive
تازم,Negative
تاس,Negative
تاسر,Negative
تاسف,Negative
تاسفوا,Negative
تاعب,Negative
تاعبين,Negative
تافهين,Strong Negative
تاكيد,Positive
تاكيدات,Positive
تالش,Strong Negative
تالقا,Positive
تالقك,Positive
تالقه,Positive
تالم,Strong Negative
تاليب,Negative
تامن,Negative
تامن,Negative
تامنوا,Negative
تامول,Strong Negative
تاهب,Negative
تايد,Negative
تايدون,Negative
تايدي,Negative
تايها,Negative
تبتر,Negative
تبتز,Negative
تبخس,Negative
تبذير,Strong Negative
تبرئ,Negative
تبرئه,Negative
تبرد,Negative
تبردين,Negative
تبرد,Negative
تبرير,Negative
تبريرات,Negative
تبسط,Negative
تبسطنا,Negative
تبص,Negative
تبصلك,Negative
تبصي,Negative
تبغض,Negative
تبق,Negative
تبقوا,Negative
تبقي,Negative
تبقين,Negative
تبكين,Negative
تبلدت,Negative
تبلدي,Strong Negative
تبهر,Positive
تبهرنا,Positive
تبوظ,Strong Negative
تبول,Strong Negative
تبگ,Negative
تبگي,Negative
تاتي,Negative
تاجر,Strong Negative
تاسف,Negative
تالم,Strong Negative
تبجح,Strong Negative
تبرا,Negative
تبسط,Negative
تثقف,Negative
تجاهله,Negative
تجاهلها,Negative
تجمد,Negative
تحاسب,Negative
تحايل,Negative
تحجب,Negative
تحرم,Strong Negative
تحطم,Negative
تحفظ,Positive
تحفنا,Positive
تحلم,Positive
تخبط,Strong Negative
تخرجي,Strong Negative
تخطاه,Negative
تخلص,Negative
تخلف,Strong Negative
تخنق,Negative
تخوف,Negative
تدحرج,Negative
تدفي,Negative
تدمر,Strong Negative
تدهور,Strong Negative
تذمر,Negative
ترافق,Negative
ترحمون,Positive
ترقص,Negative
تريقوا,Strong Negative
تريقون,Strong Negative
تسامح,Negative
تسب,Negative
تسرب,Negative
تسرق,Strong Negative
تشائم,Negative
تشائموا,Negative
تشجع,Positive
تشرف,Strong Positive
تشقلب,Negative
تشهر,Negative
تصادم,Negative
تضارب,Strong Negative
تضايق,Negative
تضايقون,Negative
تضرب,Strong Negative
تطابق,Negative
تطفل,Strong Negative
تطنز,Negative
تطنزون,Negative
تطور,Negative
تعب,Strong Negative
تعبث,Negative
تعبني,Negative
تعبوا,Strong Negative
تعجل,Negative
تعري,Negative
تعصب,Strong Negative
تعظ,Negative
تعفن,Negative
تعور,Strong Negative
تغلب,Negative
تغلبين,Negative
تفائل,Strong Positive
تفجر,Strong Negative
تفرج,Positive
تفرجوا,Positive
تفرقوا,Negative
تفلسف,Negative
تقارب,Negative
تقتل,Strong Negative
تكاتف,Positive
تكلف,Negative
تلاعب,Strong Negative
تلصق,Negative
تلعثم,Negative
تلقي,Negative
تلمي,Negative
تمتعون,Strong Positive
تمتعين,Strong Positive
تمزق,Strong Negative
تمكن,Negative
تميلح,Negative
تناقض,Strong Negative
تندم,Negative
تنرفز,Negative
تنصل,Strong Negative
تنهد,Negative
تهجم,Strong Negative
تهرب,Strong Negative
تهكم,Strong Negative
تهمه,Negative
تهورين,Strong Negative
توتر,Strong Negative
توجع,Negative
توحد,Strong Negative
توغل,Strong Negative
توفق,Positive
تثار,Strong Negative
تثقون,Positive
تثقي,Positive
تثقيف,Positive
تثقيفي,Positive
تثقين,Positive
تثن,Negative
تثنينا,Negative
تثير,Negative
تثيرين,Negative
تجامل,Strong Negative
تجاهدون,Negative
تجاهلك,Negative
تجاهله,Negative
تجاهلها,Negative
تجاهلهم,Negative
تجاهلي,Negative
تجبرك,Negative
تجبرنا,Negative
تجبره,Negative
تجبرها,Negative
تجبروا,Negative
تجبرين,Negative
تجتاح,Negative
تجحد,Strong Negative
تجذب,Negative
تجراء,Negative
تجرات,Negative
تجرحك,Strong Negative
تجرحه,Strong Negative
تجرحها,Strong Negative
تجرحهم,Strong Negative
تجرها,Negative
تجريد,Negative
تجريف,Strong Negative
تجزع,Negative
تجزعوا,Negative
تجسيد,Negative
تجعلو,Negative
تجعلوها,Negative
تجلد,Strong Negative
تجلط,Negative
تجمد,Negative
تجمهر,Strong Negative
تجند,Negative
تجنيدهم,Negative
تجهيل,Strong Negative
تجوب,Negative
تجيز,Negative
تحاسبك,Negative
تحاسبنا,Negative
تحاسبه,Negative
تحاسبوا,Negative
تحاسبون,Negative
تحاسبين,Negative
تحالفت,Negative
تحامل,Negative
تحايله,Negative
تحبٓ,Positive
تحبک,Positive
تحتجز,Negative
تحترمنا,Strong Positive
تحترمها,Strong Positive
تحترموا,Strong Positive
تحترمي,Strong Positive
تحتضر,Strong Negative
تحتضن,Negative
تحتضني,Negative
تحتفلان,Strong Positive
تحتفلوا,Strong Positive
تحتل,Strong Negative
تحتلها,Strong Negative
تحزن,Negative
تحفه,Positive
تحذران,Strong Negative
تحذيرا,Negative
تحذيرات,Negative
تحذير,Negative
تحرجون,Negative
تحرض,Negative
تحرف,Strong Negative
تحرقه,Strong Negative
تحرقها,Strong Negative
تحرقهم,Strong Negative
تحرقو,Negative
تحرقوا,Strong Negative
تحرقي,Strong Negative
تحرقين,Strong Negative
تحرمه,Strong Negative
تحرمها,Strong Negative
تحرمهم,Strong Negative
تحرموا,Strong Negative
تحرمون,Strong Negative
تحرمي,Strong Negative
تحرمينا,Strong Negative
تحرير,Negative
تحريرها,Negative
تحريرهم,Negative
تحريضه,Strong Negative
تحريضي,Strong Negative
تحريضيه,Strong Negative
تحزنوا,Negative
تحزني,Negative
تحسدون,Negative
تحسدين,Negative
تحش,Negative
تحش,Negative
تحشي,Negative
تحشين,Negative
تحصن,Positive
تحطمت,Negative
تحطمك,Negative
تحطيم,Strong Negative
تحظ,Negative
تحظي,Negative
تحفض,Positive
تحفظات,Positive
تحفظه,Positive
تحفظها,Positive
تحفظهم,Positive
تحفظي,Positive
تحفه,Positive
تحفيز,Positive
تحفيزي,Positive
تحفيل,Strong Negative
تحقد,Negative
تحلف,Negative
تحلفين,Negative
تحنين,Positive
تحور,Strong Negative
تحوس,Negative
تحوير,Strong Negative
تحياتنا,Strong Positive
تحيتي,Strong Positive
تحيز,Negative
تحيه,Strong Positive
تخابر,Strong Negative
تخاذلنا,Strong Negative
تخافو,Negative
تخافين,Strong Negative
تخالف,Strong Negative
تخبطات,Strong Negative
تخبطاته,Strong Negative
تخبل,Positive
تخبي,Negative
تخبيص,Negative
تخبيط,Strong Negative
تخبيها,Negative
تخترب,Negative
تخترع,Positive
تختطف,Strong Negative
تخجلي,Strong Negative
تخدرت,Negative
تخدش,Strong Negative
تخدير,Negative
تخذلك,Strong Negative
تخذلوا,Strong Negative
تخربها,Negative
تخربوا,Negative
تخربون,Negative
تخربين,Negative
تخرج,Strong Negative
تخرجنا,Strong Negative
تخرسي,Strong Negative
تخرط,Negative
تخرق,Negative
تخريبي,Strong Negative
تخريبيه,Strong Negative
تخسرك,Strong Negative
تخسره,Strong Negative
تخسرها,Strong Negative
تخسرهم,Strong Negative
تخسرو,Negative
تخسري,Strong Negative
تخط,Negative
تخطا,Negative
تخط,Negative
تخطفها,Strong Negative
تخفيض,Negative
تخق,Negative
تخق,Negative
تخلص,Negative
تخلصك,Negative
تخلصنا,Negative
تخلصونا,Negative
تخلفا,Strong Negative
تخلفك,Strong Negative
تخلفنا,Strong Negative
تخلونا,Negative
تخن,Negative
تخنت,Negative
تخنتي,Negative
تخور,Negative
تخوفا,Negative
تخوفات,Negative
تخوفون,Negative
تخوني,Negative
تخونه,Negative
تخوني,Negative
تخيب,Strong Negative
تخيبنا,Strong Negative
تخيفهم,Negative
تخينه,Strong Negative
تدافعوا,Positive
تدافعون,Positive
تدافعي,Positive
تدافعين,Positive
تدايق,Negative
تدبح,Strong Negative
تدخلت,Negative
تدعمكم,Positive
تدعمنا,Positive
تدعمها,Positive
تدعمهم,Positive
تدغدغ,Negative
تدفئ,Negative
تدفن,Negative
تدك,Negative
تدمرها,Strong Negative
تدمرون,Strong Negative
تدمع,Negative
تدمعي,Negative
تدميرها,Strong Negative
تدنيس,Strong Negative
تدهس,Negative
تذبح,Strong Negative
تذبحها,Strong Negative
تذبحهم,Strong Negative
تذبحون,Strong Negative
تذل,Negative
تذم,Strong Negative
تذمرا,Negative
تذنب,Negative
تذهل,Positive
تذيق,Negative
تذيقنا,Negative
ترابط,Positive
تراجعت,Negative
تراجعه,Strong Negative
تراجعها,Strong Negative
تراحيب,Positive
تراضيك,Negative
تراما,Negative
تراوغ,Negative
تربك,Negative
ترتاحين,Positive
ترتعد,Strong Negative
ترجل,Positive
ترحل,Strong Negative
ترحمت,Negative
ترحمنا,Positive
ترحمها,Positive
ترحمهم,Positive
ترحيل,Strong Negative
ترحيلهم,Strong Negative
ترخم,Strong Negative
تردح,Negative
ترحل,Strong Negative
ترزقنا,Positive
ترزقها,Positive
ترزقهم,Positive
ترصد,Negative
ترعاك,Positive
ترغ,Negative
ترغم,Negative
ترغمنا,Negative
ترغي,Negative
ترغيب,Strong Negative
ترفيع,Negative
ترقص,Negative
ترقيع,Strong Negative
تركع,Negative
تركيالانقلاب,Negative
ترنح,Negative
ترويج,Strong Negative
ترويش,Negative
ترويع,Strong Negative
ترياقا,Positive
تريح,Positive
تزاكر,Negative
تزج,Negative
تزخر,Positive
تزعج,Strong Negative
تزعق,Strong Negative
تزعلنا,Strong Negative
تزعلها,Strong Negative
تزعلوا,Strong Negative
تزعلون,Strong Negative
تزعلي,Strong Negative
تزعلين,Strong Negative
تزلف,Strong Negative
تزنق,Negative
تزور,Negative
تزويره,Strong Negative
تزيف,Strong Negative
تزيل,Negative
تسئ,Strong Negative
تساقطت,Negative
تسامحا,Negative
تسامحه,Negative
تسبك,Negative
تسبنا,Negative
تسبهم,Negative
تسبون,Negative
تسبي,Negative
تستاهل,Negative
تستاهلها,Negative
تستاهلون,Negative
تستبعد,Negative
تستبيح,Negative
تستثير,Negative
تستجوب,Negative
تستحقر,Strong Negative
تستحل,Strong Negative
تستحمل,Negative
تسترجل,Strong Negative
تستريح,Positive
تستسلموا,Negative
تستسلمي,Negative
تستصغر,Strong Negative
تستغفل,Strong Negative
تستفرغ,Negative
تستفزك,Strong Negative
تستفزه,Strong Negative
تستفيدو,Positive
تستفيدوا,Positive
تستفيدون,Positive
تستفيدي,Positive
تستفيدين,Positive
تستقيل,Negative
تستلعن,Negative
تستمتعوا,Strong Positive
تستمتعون,Strong Positive
تستمتعي,Strong Positive
تستمتعين,Strong Positive
تستمر,Positive
تستنفذ,Negative
تستنفر,Negative
تستنقص,Negative
تستهدف,Negative
تستهزئ,Strong Negative
تستهزا,Negative
تستهلك,Strong Negative
تسحق,Negative
تسحل,Negative
تسخروا,Strong Negative
تسخرون,Strong Negative
تسذب,Negative
تسرب,Negative
تسرعت,Negative
تسرقين,Strong Negative
تسريبات,Negative
تسعد,Strong Positive
تسعدكم,Strong Positive
تسعده,Strong Positive
تسعدها,Strong Positive
تسعدهم,Strong Positive
تسعدي,Strong Positive
تسعدين,Strong Positive
تسفه,Negative
تسفير,Negative
تسفيه,Negative
تسقطه,Strong Negative
تسقطها,Strong Negative
تسكتوا,Negative
تسكتين,Negative
تسكيت,Strong Negative
تسكيته,Strong Negative
تسلب,Strong Negative
تسلبها,Strong Negative
تسلح,Strong Negative
تسمن,Negative
تسميم,Strong Negative
تسيء,Strong Negative
تسيئوا,Negative
تسيب,Negative
تسيبك,Negative
تسيبه,Negative
تسيبها,Negative
تسيح,Strong Negative
تسيس,Strong Negative
تشاؤما,Strong Negative
تشائم,Negative
تشابه,Negative
تشارك,Positive
تشارك,Positive
تشاهق,Negative
تشبيح,Strong Negative
تشتاق,Positive
تشتعل,Negative
تشتمك,Strong Negative
تشتمه,Strong Negative
تشتمهم,Strong Negative
تشتمون,Strong Negative
تشتمي,Strong Negative
تشجع,Positive
تشجعه,Positive
تشخر,Negative
تشخط,Negative
تشديد,Negative
تشرفنا,Strong Positive
تشرفه,Strong Positive
تشرفين,Strong Positive
تشريف,Strong Positive
تشكرات,Strong Positive
تشكره,Strong Positive
تشكري,Strong Positive
تشكرين,Strong Positive
تشكيك,Strong Negative
تشله,Strong Negative
تشنجات,Negative
تشنق,Negative
تشهير,Strong Negative
تشوهات,Strong Negative
تشوه,Strong Negative
تشوهوا,Strong Negative
تشوهون,Strong Negative
تشوهي,Strong Negative
تشوهين,Strong Negative
تشويها,Strong Negative
تشيع,Negative
تصادق,Positive
تصارح,Negative
تصالحي,Negative
تصايح,Negative
تصبري,Positive
تصطدم,Negative
تصفر,Negative
تصفع,Strong Negative
تصليخير,Negative
تصمت,Strong Negative
تصيب,Strong Negative
تصيبنا,Strong Negative
تصيبها,Strong Negative
تضارب,Strong Negative
تضايقت,Negative
تضايقك,Negative
تضخم,Strong Negative
تضربها,Strong Negative
تضربهم,Strong Negative
تضربون,Strong Negative
تضلم,Negative
تضيعها,Strong Negative
تضيعو,Negative
تضيعوا,Strong Negative
تضيعون,Strong Negative
تضيعوها,Negative
تضيعي,Strong Negative
تضيعين,Strong Negative
تطابق,Negative
تطال,Negative
تطالب,Negative
تطالبان,Negative
تطالبه,Negative
تطالبون,Negative
تطاولت,Negative
تطحن,Strong Negative
تطرح,Positive
تطرد,Strong Negative
تطرفا,Strong Negative
تطعن,Strong Negative
تطفشين,Negative
تطفلي,Strong Negative
تطفيش,Strong Negative
تطفيها,Negative
تطقطق,Negative
تطقطقون,Negative
تطقك,Negative
تطنز,Negative
تطنش,Strong Negative
تطور,Negative
تطوره,Negative
تطوفك,Negative
تطوق,Negative
تطول,Negative
تطوله,Negative
تطولها,Negative
تطويق,Negative
تطيعه,Strong Negative
تظاهرت,Negative
تظاهرنا,Strong Negative
تظاهره,Strong Negative
تظاهروا,Strong Negative
تظاهري,Strong Negative
تظرب,Negative
تظلمه,Strong Negative
تظلمها,Strong Negative
تظلمون,Strong Negative
تظلمي,Strong Negative
تظلمين,Strong Negative
تظيط,Strong Negative
تظيع,Negative
تعاتب,Negative
تعاتبه,Negative
تعاستها,Negative
تعاستي,Negative
تعاشر,Negative
تعافر,Negative
تعاقبنا,Negative
تعاقبهم,Negative
تعاند,Strong Negative
تعايد,Positive
تعاير,Strong Negative
تعبانه,Strong Negative
تعب,Strong Negative
تعبت,Negative
تعبت,Negative
تعبته,Negative
تعبث,Negative
تعبد,Negative
تعبده,Negative
تعبدون,Negative
تعبكم,Strong Negative
تعبنا,Strong Negative
تعبه,Strong Negative
تعبهم,Strong Negative
تعبون,Strong Negative
تعبي,Strong Negative
تعتد,Negative
تعتدي,Negative
تعتصر,Negative
تعدت,Negative
تعذبت,Negative
تعذبها,Strong Negative
تعذيبه,Strong Negative
تعرض,Negative
تعرضت,Negative
تعرضنا,Negative
تعرضه,Negative
تعرضها,Negative
تعرضو,Negative
تعرضوا,Negative
تعريض,Strong Negative
تعزير,Strong Negative
تعزيز,Positive
تعشم,Negative
تعص,Negative
تعصبا,Strong Negative
تعصبك,Strong Negative
تعصبي,Strong Negative
تعصبين,Strong Negative
تعصيه,Negative
تعطل,Strong Negative
تعطلت,Negative
تعطله,Strong Negative
تعطلين,Strong Negative
تعطنا,Negative
تعطه,Negative
تعطي,Negative
تعطيله,Negative
تعطين,Negative
تعب,Strong Negative
تعفس,Negative
تعلف,Negative
تعنيف,Strong Negative
تعهدت,Negative
تعورك,Strong Negative
تعوره,Strong Negative
تعويضات,Positive
تعيس,Strong Negative
تعيطي,Strong Negative
تغار,Negative
تغازل,Negative
تغبن,Strong Negative
تغتاب,Negative
تغتابه,Negative
تغتال,Strong Negative
تغث,Strong Negative
تغرز,Negative
تغرقها,Negative
تغرقي,Negative
تغرم,Negative
تغريب,Negative
تغريبي,Negative
تغريم,Negative
تغزو,Negative
تغضبوا,Strong Negative
تغضبي,Strong Negative
تغلب,Negative
تغلبنا,Negative
تغلطين,Strong Negative
تغلغل,Negative
تفاءلت,Strong Positive
تفاؤلا,Positive
تفاؤلوا,Positive
تفائل,Strong Positive
تفائلت,Strong Positive
تفائلنا,Strong Positive
تفائلوا,Strong Positive
تفاتيش,Negative
تفاجا,Negative
تفارقها,Negative
تفاعل,Strong Positive
تفاعلي,Strong Positive
تفاهات,Strong Negative
تفاهتك,Negative
تفاهته,Strong Negative
تفتخر,Positive
تفتخرون,Positive
تفجيرات,Strong Negative
تفجيره,Strong Negative
تفجيرها,Strong Negative
تفجيري,Strong Negative
تفجيرين,Strong Negative
تفحط,Negative
تفخر,Positive
تفرج,Positive
تفرجها,Positive
تفرحك,Strong Positive
تفرحهم,Strong Positive
تفرحي,Strong Positive
تفرح,Strong Positive
تفرقع,Strong Negative
تفريش,Strong Negative
تفسدها,Negative
تفضحه,Strong Negative
تفضحها,Strong Negative
تفضحهم,Strong Negative
تفضحون,Strong Negative
تفعيل,Positive
تفقد,Strong Negative
تفقدها,Strong Negative
تفقع,Strong Negative
تفلحوا,Positive
تفلسف,Negative
تفنيد,Negative
تفهمك,Positive
تفهمهم,Positive
تفهمي,Positive
تفهميها,Positive
تفوتوها,Negative
تفور,Strong Negative
تفيد,Positive
تفيدك,Positive
تفيدهم,Positive
تفيق,Negative
تقابل,Negative
تقاتل,Negative
تقاتلون,Negative
تقارب,Negative
تقترب,Negative
تقترح,Positive
تقتلنا,Strong Negative
تقتله,Strong Negative
تقتلهم,Strong Negative
تقتلوا,Strong Negative
تقتلون,Strong Negative
تقتلوها,Negative
تقرفنا,Strong Negative
تقسيم,Negative
تقصف,Negative
تقصفهم,Negative
تقض,Negative
تقضم,Negative
تقضين,Negative
تقطر,Negative
تقعوا,Negative
تقعي,Negative
تقعين,Negative
تقفش,Strong Negative
تقفلك,Negative
تقلق,Negative
تقلقوا,Negative
تقليديه,Strong Positive
تقم,Negative
تقمع,Negative
تقهر,Negative
تقهر,Negative
تقويض,Negative
تقيله,Strong Negative
تكبح,Negative
تكتئب,Negative
تكتف,Negative
تكتمها,Strong Negative
تكتمي,Strong Negative
تكتمين,Strong Negative
تكتيم,Strong Negative
تكثرو,Negative
تكراش,Negative
تكلف,Negative
تكونت,Negative
تلاحق,Strong Negative
تلاحم,Positive
تلاسن,Negative
تلاعبت,Negative
تلافي,Negative
تلاكيك,Strong Negative
تلاميذك,Positive
تلبك,Strong Negative
تلجا,Negative
تلجم,Strong Negative
تلحس,Negative
تلحق,Negative
تلدغ,Negative
تلزيق,Strong Negative
تلصق,Negative
تلطف,Positive
تلعثم,Negative
تلعنون,Strong Negative
تلعني,Strong Negative
تلعنين,Strong Negative
تلفظها,Negative
تلمه,Negative
تلميع,Strong Negative
تلهب,Negative
تلوثه,Strong Negative
تلويث,Strong Negative
تليد,Positive
تماسيح,Negative
تمامها,Positive
تمتعنا,Strong Positive
تمتعون,Strong Positive
تمتعي,Strong Positive
تمثلني,Positive
تمثيلا,Negative
تمثيله,Negative
تمثيلها,Negative
تمثيلهم,Negative
تمثيلي,Negative
تمثيليه,Negative
تمجد,Negative
تمجيد,Strong Negative
تمحيص,Negative
تمدحك,Negative
تمدحه,Negative
تمدحها,Negative
تمدحهم,Negative
تمرح,Negative
تمرس,Negative
تمزق,Strong Negative
تمزيق,Strong Negative
تمساح,Negative
تمكن,Negative
تمل,Negative
تملين,Negative
تموت,Strong Negative
تمنعهم,Negative
تموتوا,Strong Negative
تموتي,Strong Negative
تميع,Strong Negative
تميلح,Negative
تنابح,Negative
تنابحون,Negative
تناديكم,Negative
تناقز,Negative
تناقش,Negative
تناقشه,Negative
تناقشها,Negative
تناقضا,Strong Negative
تناقضات,Strong Negative
تنبا,Negative
تنتزع,Negative
تنتصروا,Strong Positive
تنتصرون,Strong Positive
تنتقدهم,Negative
تنتقدون,Negative
تنتقص,Negative
تنتهك,Strong Negative
تنجحي,Strong Positive
تنجز,Positive
تنحدر,Negative
تنحر,Negative
تنحرق,Negative
تنحه,Strong Negative
تنحيه,Strong Negative
تنخر,Negative
تندب,Negative
تندلع,Negative
تندمت,Negative
تندم,Negative
تندموا,Negative
تندمون,Negative
تندمي,Negative
تندمين,Negative
تنديدا,Strong Negative
تنرفزك,Negative
تنس,Negative
تنسئ,Negative
تنساك,Strong Negative
تنسانا,Strong Negative
تنساه,Strong Negative
تنساها,Strong Negative
تنساهم,Strong Negative
تنسب,Negative
تنسبه,Negative
تنسي,Negative
تنسف,Strong Negative
تنسنا,Negative
تنسه,Negative
تنسوا,Negative
تنسون,Negative
تنسونها,Negative
تنسونهم,Negative
تنسيك,Negative
تنسين,Negative
تنسی,Negative
تنصرنا,Strong Positive
تنصل,Strong Negative
تنصير,Negative
تنضف,Negative
تنطرد,Negative
تنطع,Strong Negative
تنطيط,Strong Negative
تنظلم,Negative
تنظير,Strong Negative
تنعش,Positive
تنعموا,Positive
تنفجر,Negative
تنفر,Negative
تنفعل,Negative
تنفقع,Negative
تنفير,Negative
تنفيع,Negative
تنقد,Negative
تنقصه,Strong Negative
تنقصها,Strong Negative
تنقهر,Negative
تنهدات,Negative
تنهدم,Negative
تنهشها,Negative
تنهق,Negative
تنهك,Negative
تنوح,Strong Negative
تنوري,Positive
تنورين,Positive
تنوكل,Positive
تهاب,Negative
تهتز,Negative
تهجم,Strong Negative
تهجمت,Negative
تهجمه,Strong Negative
تهجير,Negative
تهجيرهم,Negative
تهدا,Strong Negative
تهده,Strong Negative
تهدري,Strong Negative
تهدها,Strong Negative
تهديدا,Strong Negative
تهديدات,Strong Negative
تهديده,Strong Negative
تهديدها,Strong Negative
تهديدهم,Strong Negative
تهديها,Negative
تهديهم,Negative
تهز,Strong Negative
تهزا,Strong Negative
تهزات,Strong Negative
تهزم,Strong Negative
تهزمها,Strong Negative
تهزها,Strong Negative
تهزيئ,Strong Negative
تهزيئه,Strong Negative
تهكمي,Strong Negative
تهكميه,Strong Negative
تهلك,Strong Negative
تهمش,Negative
تهمله,Strong Negative
تهمليه,Strong Negative
تهميشها,Negative
تهنئكم,Strong Positive
تهنئه,Strong Positive
تهنيء,Strong Positive
تهويل,Strong Negative
تهيس,Strong Negative
تهيص,Strong Negative
تواطئ,Negative
توترات,Strong Negative
توترك,Strong Negative
توتري,Strong Negative
توجت,Positive
توجع,Negative
توجس,Strong Negative
توجع,Negative
توجعك,Negative
توجعنا,Negative
تورطه,Negative
تورطها,Negative
تورطهم,Negative
توعدت,Strong Negative
توعيه,Positive
توغل,Strong Negative
توفئ,Strong Negative
توفقه,Positive
توفقها,Positive
توفقهم,Positive
توفو,Negative
توقيف,Strong Negative
توقيفهم,Strong Negative
توكيل,Negative
تولد,Negative
تولعوا,Strong Negative
تولعي,Strong Negative
تياس,Negative
تياسوا,Negative
تياسي,Negative
تيت,Negative
تيتم,Negative
تيتموا,Negative
تيس,Strong Negative
ثائر,Negative
ثائره,Negative
ثاروا,Negative
ثعل,Negative
ثقتك,Positive
ثقتنا,Strong Positive
ثقته,Strong Positive
ثقتها,Strong Positive
ثقتهم,Strong Positive
ثقتي,Strong Positive
ثقه,Strong Positive
ثقيل,Negative
ثقيله,Negative
ثقيلين,Negative
ثور,Strong Negative
ثورات,Negative
ثوران,Negative
ثورتي,Negative
ثورتين,Negative
ثوره,Negative
ثوري,Negative
ثورين,Negative
ثوريه,Negative
جائع,Strong Negative
جائعهم,Strong Negative
جائعون,Strong Negative
جائو,Negative
جاثوم,Strong Negative
جاحد,Strong Negative
جاذبيتها,Positive
جاذبيهہ,Positive
جاسوسا,Strong Negative
جاسوسيه,Strong Negative
جاع,Negative
جاف,Negative
جاهز,Positive
جاهلي,Strong Negative
جباره,Strong Positive
جبانه,Strong Negative
جبروتك,Strong Negative
جبناء,Strong Negative
جثمانه,Negative
جثماني,Negative
جميل,Strong Positive
جميل,Strong Positive
جميله,Strong Positive
جحوش,Strong Negative
جدال,Strong Negative
جدليه,Strong Negative
جذابه,Positive
جذب,Negative
جرئ,Strong Positive
جرئه,Strong Positive
جرئيه,Strong Positive
جرائم,Strong Negative
جرائمه,Strong Negative
جرائمها,Strong Negative
جرائمهم,Strong Negative
جرابيع,Strong Negative
جرايم,Strong Negative
جرح,Negative
جرحت,Negative
جرحتك,Negative
جرحته,Negative
جرحتها,Negative
جرحك,Negative
جرحه,Negative
جرذ,Strong Negative
جرذان,Strong Negative
جروح,Negative
جروحه,Negative
جروه,Strong Negative
جريئ,Strong Positive
جريح,Strong Negative
جريحا,Negative
جريحين,Strong Negative
جزار,Strong Negative
جزمات,Strong Negative
جزمته,Strong Negative
جزمتي,Strong Negative
جعانه,Strong Negative
جعانين,Strong Negative
جماح,Negative
جماعي,Negative
جمالك,Positive
جمبك,Negative
جمده,Negative
جمدها,Negative
جميل,Strong Positive
جميله,Strong Positive
جمودا,Negative
جميل~,Positive
جميل,Strong Positive
جميله,Strong Positive
جميله,Strong Positive
جميلين,Strong Positive
جنائيه,Negative
جنان,Positive
جنانه,Positive
جنتل,Positive
جهلا,Negative
جهلاء,Strong Negative
جهلته,Strong Negative
جهلهم,Negative
جوارحها,Strong Negative
جوانتانامو,Negative
جوانتنامو,Negative
جونان,Positive
جيده,Strong Positive
حادث,Negative
حادثه,Negative
حادثي,Negative
حادثين,Negative
حادكم,Negative
حادنا,Negative
حاده,Negative
حاذر,Negative
حار,Negative
حاربت,Negative
حار,Negative
حارق,Strong Negative
حارك,Negative
حاسما,Positive
حاسمه,Positive
حاصروا,Negative
حاقده,Strong Negative
حاقدين,Strong Negative
حالفهم,Negative
حالق,Negative
حاموت,Strong Negative
حانق,Strong Negative
حاير,Negative
حبابه,Positive
حبايبنا,Positive
حبايبي,Positive
حبايه,Strong Positive
حبي,Positive
حبج,Positive
حبست,Negative
حبسه,Strong Negative
حبسهم,Strong Negative
حبشي,Positive
حبك,Positive
حبن,Positive
حبنا,Strong Positive
حبناهم,Positive
حبها,Strong Positive
حبهم,Strong Positive
حبه,Strong Positive
حبوبات,Strong Positive
حبوبه,Strong Positive
حبوبين,Strong Positive
حبيب,Strong Positive
حبيبك,Positive
حبيبه,Strong Positive
حبيبه,Strong Positive
حبيتك,Strong Positive
حبيتكم,Strong Positive
حبيته,Strong Positive
حبيتها,Strong Positive
حبيتهم,Strong Positive
حبينا,Positive
حتضيع,Strong Negative
حتموت,Strong Negative
حتولع,Strong Negative
حثالات,Strong Negative
حبايب,Positive
حبك,Positive
حبي,Positive
حبيب,Strong Positive
حزين,Strong Negative
حلو,Positive
حلوه,Positive
حدقت,Negative
حذار,Strong Negative
حذرا,Strong Negative
حذرت,Negative
حذرنا,Strong Negative
حذروا,Strong Negative
حرائق,Strong Negative
حراق,Strong Negative
حراميه,Strong Negative
حرانه,Strong Negative
حربا,Negative
حربهم,Negative
حربين,Negative
حرنا,Negative
حرها,Negative
حروا,Negative
حرضت,Negative
حرضهم,Negative
حرقا,Strong Negative
حرقان,Strong Negative
حرقت,Strong Negative
حرقتوا,Strong Negative
حرقه,Strong Negative
حرقها,Strong Negative
حرقو,Negative
حرقوا,Strong Negative
حركيه,Negative
حرم,Negative
حرماته,Negative
حرمان,Strong Negative
حرمانيه,Strong Negative
حرمت,Negative
حرمتنا,Negative
حرمتها,Negative
حرمكم,Negative
حرمهم,Negative
حرموا,Negative
حره,Negative
حروب,Negative
حريقا,Strong Negative
حريقه,Strong Negative
حريقين,Strong Negative
حزن,Negative
حزين,Strong Negative
حزنان,Negative
حزنه,Negative
حزنه,Negative
حزني,Negative
حزينه,Strong Negative
حزينه,Strong Negative
حساسه,Negative
حساسي,Negative
حساسيات,Negative
حسحس,Negative
حسحسه,Negative
حسدا,Negative
حسرات,Negative
حسرتنا,Negative
حسرتي,Negative
حسد,Negative
حشاشين,Strong Negative
حشد,Negative
حشدنا,Negative
حشرات,Negative
حشرك,Negative
حشركم,Negative
حشرنا,Negative
